address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct,zip_code_num,long,lat
"Ingerslevs Boulevard 19, 4. TV",8000 Aarhus C,3900000,2015-09-30,Alm. Salg,36792.0,4.0,Lejlighed,106.0,1929.0,0.0,8000,10.192979,56.14409
"Marselis Boulevard 134, ST. 3",8000 Aarhus C,1345000,2015-09-29,Alm. Salg,24454.0,2.0,Lejlighed,55.0,1942.0,-4.0,8000,10.180569,56.139676
"Helgenæsgade 5, 2",8000 Aarhus C,2475000,2015-09-29,Alm. Salg,29819.0,3.0,Lejlighed,83.0,1901.0,-3.0,8000,10.214084,56.162345
"Banegårdsgade 1, 2. 15",8000 Aarhus C,1150000,2015-09-29,Alm. Salg,28750.0,1.0,Lejlighed,40.0,1956.0,0.0,8000,10.200121,56.150661
"Dalgas Avenue 25, 5. TV",8000 Aarhus C,2625000,2015-09-29,Alm. Salg,41015.0,2.0,Lejlighed,64.0,1911.0,0.0,8000,10.202071,56.142978
"Ceres Allé 7, 15. 2",8000 Aarhus C,3950000,2015-09-29,Alm. Salg,38349.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 13. 2",8000 Aarhus C,3800000,2015-09-29,Alm. Salg,36893.0,4.0,Lejlighed,103.0,2016.0,0.0,8000,10.191218,56.154591
"Regenburgsgade 6, 2. TV",8000 Aarhus C,1640000,2015-09-28,Alm. Salg,24848.0,2.0,Lejlighed,66.0,1945.0,-8.0,8000,10.183928,56.157206
"Vestre Ringgade 50, 5. 4",8000 Aarhus C,150000,2015-09-28,Andet,18750.0,1.0,Lejlighed,8.0,1939.0,0.0,8000,10.183222,56.157545
"Ceres Allé 7, 7. 4",8000 Aarhus C,3125000,2015-09-28,Alm. Salg,31250.0,3.0,Lejlighed,100.0,2016.0,0.0,8000,10.191218,56.154591
"Åparken 8, 1. 4",8000 Aarhus C,2350000,2015-09-28,Alm. Salg,28658.0,3.0,Lejlighed,82.0,2001.0,0.0,8000,10.188255,56.154119
"Ceres Allé 7, 5. 7",8000 Aarhus C,2800000,2015-09-28,Alm. Salg,31111.0,4.0,Lejlighed,90.0,2016.0,0.0,8000,10.191218,56.154591
"Klostertorvet 11, 1. 6",8000 Aarhus C,2050000,2015-09-28,Alm. Salg,36607.0,2.0,Lejlighed,56.0,2015.0,0.0,8000,10.20583,56.158084
"Klostertorvet 11, 2. 8",8000 Aarhus C,2230000,2015-09-28,Alm. Salg,35396.0,2.0,Lejlighed,63.0,2015.0,0.0,8000,10.20583,56.158084
"Vestervang 7, 3. 734",8000 Aarhus C,1500000,2015-09-27,Fam. Salg,20000.0,3.0,Lejlighed,75.0,1970.0,0.0,8000,10.195057,56.162028
"Møllegade 7B, 2. TV",8000 Aarhus C,2498000,2015-09-25,Alm. Salg,32025.0,3.0,Lejlighed,78.0,1995.0,0.0,8000,10.201336,56.156908
"Regenburgsgade 8, 5. TV",8000 Aarhus C,1640000,2015-09-25,Alm. Salg,29285.0,2.0,Lejlighed,56.0,1945.0,-3.0,8000,10.18373,56.157208
Strandvejen 136,8000 Aarhus C,16050000,2015-09-25,Alm. Salg,45467.0,8.0,Villa,353.0,1920.0,-5.0,8000,10.212948,56.127201
"Grønnegade 93, 2. 3",8000 Aarhus C,1885500,2015-09-25,Fam. Salg,32508.0,2.0,Lejlighed,58.0,1922.0,0.0,8000,10.199838,56.160579
"Mariane Thomsens Gade 3, 1. 3",8000 Aarhus C,1998000,2015-09-25,Alm. Salg,30738.0,2.0,Lejlighed,65.0,2016.0,0.0,8000,10.229491,56.165656
"Klostertorvet 11, 3. 1",8000 Aarhus C,1850000,2015-09-25,Alm. Salg,39361.0,2.0,Lejlighed,47.0,2015.0,0.0,8000,10.20583,56.158084
"Silkeborgvej 92, 2. TV",8000 Aarhus C,1600000,2015-09-24,Alm. Salg,25806.0,2.0,Lejlighed,62.0,1933.0,-6.0,8000,10.181947,56.156421
"Marstrandsgade 25, ST. TV",8000 Aarhus C,1712582,2015-09-24,Fam. Salg,20633.0,3.0,Lejlighed,83.0,1931.0,0.0,8000,10.197062,56.154087
"Museumsgade 24, 4",8000 Aarhus C,2420000,2015-09-24,Alm. Salg,35588.0,2.0,Lejlighed,68.0,1900.0,0.0,8000,10.197247,56.15622
"Ny Munkegade 93, ST",8000 Aarhus C,1910000,2015-09-24,Alm. Salg,29843.0,3.0,Lejlighed,64.0,1908.0,-1.0,8000,10.200711,56.164251
"Nørre Allé 80, ST",8000 Aarhus C,2600000,2015-09-24,Alm. Salg,29545.0,3.0,Lejlighed,88.0,1893.0,-4.0,8000,10.201992,56.159539
"Klostertorvet 11, 4. 7",8000 Aarhus C,2875000,2015-09-24,Alm. Salg,39930.0,3.0,Lejlighed,72.0,2015.0,0.0,8000,10.20583,56.158084
"Ceres Allé 7, 17. 7",8000 Aarhus C,3875000,2015-09-24,Alm. Salg,40364.0,4.0,Lejlighed,96.0,2016.0,0.0,8000,10.191218,56.154591
"Klostertorvet 11, 3. 11",8000 Aarhus C,1850000,2015-09-24,Alm. Salg,42045.0,2.0,Lejlighed,44.0,2015.0,0.0,8000,10.20583,56.158084
"Klostertorvet 11, 2. 6",8000 Aarhus C,2075000,2015-09-24,Alm. Salg,37053.0,2.0,Lejlighed,56.0,2015.0,0.0,8000,10.20583,56.158084
Ole Rømers Gade 43,8000 Aarhus C,4200000,2015-09-23,Alm. Salg,31818.0,5.0,Rækkehus,132.0,1886.0,-7.0,8000,10.198211,56.14714
"Vestre Ringgade 56, 3. MF",8000 Aarhus C,1665000,2015-09-23,Alm. Salg,32019.0,2.0,Lejlighed,52.0,1940.0,-2.0,8000,10.183228,56.157914
"Skolebakken 11, 3. TH",8000 Aarhus C,5875000,2015-09-23,Alm. Salg,29375.0,7.0,Lejlighed,200.0,1915.0,0.0,8000,10.212944,56.157855
"Ceres Allé 7, 7. 7",8000 Aarhus C,3250000,2015-09-23,Alm. Salg,33854.0,4.0,Lejlighed,96.0,2016.0,0.0,8000,10.191218,56.154591
"Vestre Ringgade 204, 4. TV",8000 Aarhus C,2275000,2015-09-22,Alm. Salg,27409.0,3.0,Lejlighed,83.0,1950.0,0.0,8000,10.194127,56.168883
"Nørregade 16, ST",8000 Aarhus C,2300000,2015-09-22,Alm. Salg,25274.0,4.0,Lejlighed,91.0,1869.0,-2.0,8000,10.210178,56.161386
"Silkeborgvej 138, 1. TV",8000 Aarhus C,1695000,2015-09-22,Alm. Salg,27786.0,2.0,Lejlighed,61.0,1939.0,0.0,8000,10.179232,56.156653
"Janus La Cours Gade 6, 3. TV",8000 Aarhus C,1948000,2015-09-21,Alm. Salg,34785.0,2.0,Lejlighed,56.0,1928.0,0.0,8000,10.197654,56.157595
"Frederiksgade 48A, ST. 3",8000 Aarhus C,1550000,2015-09-21,Alm. Salg,33695.0,2.0,Lejlighed,46.0,1873.0,-9.0,8000,10.204347,56.155117
"Ny Munkegade 12, ST",8000 Aarhus C,2550000,2015-09-21,Alm. Salg,28977.0,4.0,Lejlighed,88.0,1897.0,-2.0,8000,10.203935,56.160638
"Jerichausgade 9, 4. TH",8000 Aarhus C,2748000,2015-09-21,Alm. Salg,38166.0,3.0,Lejlighed,72.0,1925.0,-2.0,8000,10.196079,56.154488
"Marselis Boulevard 75, 2",8000 Aarhus C,1242065,2015-09-21,Fam. Salg,19108.0,3.0,Lejlighed,65.0,1933.0,0.0,8000,10.193569,56.139322
"Helgolandsgade 29, 3",8000 Aarhus C,1785000,2015-09-21,Alm. Salg,31315.0,1.0,Lejlighed,57.0,1888.0,-5.0,8000,10.201369,56.148326
"Nørrebrogade 20E, 1. TH",8000 Aarhus C,2560000,2015-09-21,Alm. Salg,34133.0,3.0,Lejlighed,75.0,2015.0,-1.0,8000,10.211223,56.163569
"Ceres Allé 7, 9. 4",8000 Aarhus C,3225000,2015-09-21,Alm. Salg,32250.0,3.0,Lejlighed,100.0,2016.0,0.0,8000,10.191218,56.154591
"Østboulevarden 25, 3",8000 Aarhus C,2200000,2015-09-21,Alm. Salg,42307.0,2.0,Lejlighed,52.0,1898.0,0.0,8000,10.212734,56.164659
"Gebauersgade 2, 4. 9",8000 Aarhus C,1698000,2015-09-20,Alm. Salg,30872.0,2.0,Lejlighed,55.0,2004.0,0.0,8000,10.193972,56.15192
"Søndre Ringgade 21, 2. TH",8000 Aarhus C,2165000,2015-09-20,Alm. Salg,30069.0,2.0,Lejlighed,72.0,1934.0,-2.0,8000,10.191901,56.142038
"Tage-Hansens Gade 7, ST. MF",8000 Aarhus C,1520000,2015-09-20,Alm. Salg,27636.0,2.0,Lejlighed,55.0,1945.0,1.0,8000,10.184184,56.157595
"Volden 12, 3",8000 Aarhus C,2100000,2015-09-19,Fam. Salg,20000.0,3.0,Lejlighed,105.0,1883.0,0.0,8000,10.208886,56.158339
"Tage-Hansens Gade 5, 5. TH",8000 Aarhus C,935000,2015-09-19,Fam. Salg,17314.0,2.0,Lejlighed,54.0,1945.0,0.0,8000,10.184174,56.157469
"Marselis Boulevard 34, 1. TV",8000 Aarhus C,2775000,2015-09-18,Alm. Salg,24776.0,3.0,Lejlighed,112.0,1967.0,-1.0,8000,10.198517,56.141161
Lyngbyvej 3,8000 Aarhus C,5150000,2015-09-18,Alm. Salg,45575.0,5.0,Villa,113.0,1938.0,0.0,8000,10.191502,56.137289
"Klostertorvet 11, 1. 7",8000 Aarhus C,2935000,2015-09-18,Alm. Salg,34127.0,3.0,Lejlighed,86.0,2015.0,0.0,8000,10.20583,56.158084
"Ringkøbingvej 30, 1. TV",8000 Aarhus C,2057000,2015-09-17,Fam. Salg,17581.0,4.0,Lejlighed,117.0,1930.0,0.0,8000,10.189627,56.158585
"Søndre Ringgade 10, 1. TH",8000 Aarhus C,1995000,2015-09-17,Alm. Salg,29338.0,2.0,Lejlighed,68.0,1933.0,0.0,8000,10.192426,56.142325
"Bogensegade 9, ST. TH",8000 Aarhus C,1750000,2015-09-17,Alm. Salg,30701.0,2.0,Lejlighed,57.0,1910.0,-5.0,8000,10.201402,56.144058
Montanagade 25,8000 Aarhus C,5700000,2015-09-17,Alm. Salg,40425.0,4.0,Rækkehus,141.0,1880.0,-1.0,8000,10.200012,56.146915
"Ceres Allé 7, 11. 1",8000 Aarhus C,3125000,2015-09-17,Alm. Salg,35112.0,3.0,Lejlighed,89.0,2016.0,0.0,8000,10.191218,56.154591
"Nordborggade 3, 2. TH",8000 Aarhus C,2095000,2015-09-17,Alm. Salg,32734.0,2.0,Lejlighed,64.0,1958.0,0.0,8000,10.186706,56.14398
"Thunøgade 24, 3. TV",8000 Aarhus C,3150000,2015-09-16,Alm. Salg,32474.0,4.0,Lejlighed,97.0,1912.0,-3.0,8000,10.205283,56.161385
"Nordborggade 4, 5. TH",8000 Aarhus C,1900000,2015-09-16,Alm. Salg,32203.0,2.0,Lejlighed,59.0,1944.0,-5.0,8000,10.187113,56.144232
"Vestre Ringgade 224, 2. TH",8000 Aarhus C,2300000,2015-09-16,Alm. Salg,27380.0,3.0,Lejlighed,84.0,1950.0,-2.0,8000,10.196487,56.169737
"Ryesgade 6, 2",8000 Aarhus C,16300000,2015-09-16,Andet,236231.0,4.0,Lejlighed,69.0,1874.0,0.0,8000,10.204914,56.152551
"Finderupvej 2L, 2. 1",8000 Aarhus C,2400000,2015-09-16,Alm. Salg,30000.0,3.0,Lejlighed,80.0,2009.0,0.0,8000,10.181397,56.155402
"Ceres Allé 7, 10. 7",8000 Aarhus C,3750000,2015-09-16,Alm. Salg,34090.0,4.0,Lejlighed,110.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 11. 7",8000 Aarhus C,3425000,2015-09-16,Alm. Salg,35677.0,4.0,Lejlighed,96.0,2016.0,0.0,8000,10.191218,56.154591
"Klostertorvet 11, 1. 8",8000 Aarhus C,2230000,2015-09-16,Alm. Salg,35396.0,2.0,Lejlighed,63.0,2015.0,0.0,8000,10.20583,56.158084
"Kystvejen 27, 4. TV",8000 Aarhus C,3400000,2015-09-15,Alm. Salg,29565.0,3.0,Lejlighed,115.0,1927.0,-3.0,8000,10.213859,56.159602
"Møllevejen 27, 2. TH",8000 Aarhus C,3150000,2015-09-15,Alm. Salg,30882.0,3.0,Lejlighed,102.0,1969.0,0.0,8000,10.194502,56.159045
"Mariane Thomsens Gade 42, 6. 1",8000 Aarhus C,3398000,2015-09-15,Alm. Salg,33980.0,3.0,Lejlighed,100.0,2013.0,0.0,8000,10.229664,56.164891
"Rudolph Wulffs Gade 12, 5. TV",8000 Aarhus C,2000000,2015-09-14,Alm. Salg,27397.0,2.0,Lejlighed,73.0,1946.0,0.0,8000,10.184897,56.140542
"Fåborggade 7A, 3. TV",8000 Aarhus C,1170000,2015-09-14,Fam. Salg,20172.0,2.0,Lejlighed,58.0,1911.0,0.0,8000,10.203299,56.143455
Skovvejen 115,8000 Aarhus C,4375000,2015-09-14,Alm. Salg,34448.0,5.0,Villa,127.0,1887.0,0.0,8000,10.21819,56.167822
"Mejlgade 89, 3. TV",8000 Aarhus C,2598000,2015-09-14,Alm. Salg,35589.0,3.0,Lejlighed,73.0,1900.0,0.0,8000,10.214593,56.161981
"Mariane Thomsens Gade 36, 2. 2",8000 Aarhus C,2150000,2015-09-14,Alm. Salg,27922.0,2.0,Lejlighed,77.0,2013.0,0.0,8000,10.229845,56.165174
"Falstersgade 42, 1. TH",8000 Aarhus C,1990000,2015-09-13,Alm. Salg,39019.0,2.0,Lejlighed,51.0,1902.0,0.0,8000,10.199632,56.164171
"P.P. Ørums Gade 38, 1. TH",8000 Aarhus C,2160000,2015-09-13,Alm. Salg,28800.0,2.0,Lejlighed,75.0,1937.0,-2.0,8000,10.188339,56.14245
"Strandparken 1, 1. TH",8000 Aarhus C,2398000,2015-09-12,Alm. Salg,33305.0,2.0,Lejlighed,72.0,1935.0,0.0,8000,10.205916,56.145101
"Langelandsgade 31, 2",8000 Aarhus C,2175000,2015-09-12,Alm. Salg,28618.0,3.0,Lejlighed,76.0,1900.0,0.0,8000,10.197762,56.159382
"Grønnegade 87, 4. TV",8000 Aarhus C,2588000,2015-09-12,Alm. Salg,30093.0,3.0,Lejlighed,86.0,1917.0,0.0,8000,10.200526,56.16002
Kriegersvej 11,8000 Aarhus C,3700000,2015-09-12,Alm. Salg,33636.0,3.0,Rækkehus,110.0,1880.0,1.0,8000,10.19963,56.149808
"Lundbyesgade 23, 4. TH",8000 Aarhus C,2900000,2015-09-11,Alm. Salg,33720.0,3.0,Lejlighed,86.0,1925.0,0.0,8000,10.194862,56.154558
"Vesterbrogade 9, 2. TV",8000 Aarhus C,2150000,2015-09-11,Alm. Salg,29054.0,3.0,Lejlighed,74.0,1929.0,-2.0,8000,10.196985,56.157876
"Ceres Allé 7, 16. 7",8000 Aarhus C,4200000,2015-09-11,Alm. Salg,38181.0,4.0,Lejlighed,110.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 13. 4",8000 Aarhus C,3525000,2015-09-11,Alm. Salg,35250.0,3.0,Lejlighed,100.0,2016.0,0.0,8000,10.191218,56.154591
"Mariane Thomsens Gade 31, 3. 2",8000 Aarhus C,3198000,2015-09-11,Alm. Salg,28553.0,3.0,Lejlighed,112.0,2013.0,0.0,8000,10.230183,56.165327
"Silkeborgvej 122, 2. TV",8000 Aarhus C,1675000,2015-09-10,Alm. Salg,26171.0,2.0,Lejlighed,64.0,1938.0,-1.0,8000,10.17984,56.156356
"Åparken 2, 5. 11",8000 Aarhus C,900000,2015-09-10,Alm. Salg,30000.0,1.0,Lejlighed,30.0,1999.0,0.0,8000,10.186038,56.154104
"Mariane Thomsens Gade 56, 1. 2",8000 Aarhus C,3498000,2015-09-10,Alm. Salg,31800.0,3.0,Lejlighed,110.0,2013.0,0.0,8000,10.230141,56.164837
"Mariane Thomsens Gade 30, 1. 1",8000 Aarhus C,2748000,2015-09-10,Alm. Salg,30197.0,3.0,Lejlighed,91.0,2013.0,0.0,8000,10.229284,56.164931
"Møllegade 7A, ST. 2",8000 Aarhus C,1998000,2015-09-10,Alm. Salg,31218.0,2.0,Lejlighed,64.0,1995.0,0.0,8000,10.201302,56.156868
"Mariane Thomsens Gade 52, 1. 1",8000 Aarhus C,2998000,2015-09-10,Alm. Salg,31893.0,2.0,Lejlighed,94.0,2013.0,0.0,8000,10.229812,56.164682
"Helga Pedersens Gade 3, 2. 3",8000 Aarhus C,2630000,2015-09-10,Alm. Salg,36527.0,2.0,Lejlighed,72.0,2014.0,-1.0,8000,10.229042,56.166559
"Skanderborgvej 94, 1. 4",8000 Aarhus C,1298000,2015-09-09,Alm. Salg,24961.0,2.0,Lejlighed,52.0,1943.0,0.0,8000,10.181465,56.139762
"Regenburgsgade 12, 2. TV",8000 Aarhus C,1280000,2015-09-09,Alm. Salg,26122.0,1.0,Lejlighed,49.0,1938.0,-1.0,8000,10.183254,56.157213
"Skanderborgvej 15, 3. TV",8000 Aarhus C,1500000,2015-09-09,Alm. Salg,23076.0,3.0,Lejlighed,65.0,1939.0,0.0,8000,10.184999,56.141242
"Ceres Allé 7, 12. 8",8000 Aarhus C,2675000,2015-09-09,Alm. Salg,35197.0,2.0,Lejlighed,76.0,2016.0,0.0,8000,10.191218,56.154591
"P.P. Ørums Gade 6, 5. TV",8000 Aarhus C,1898000,2015-09-08,Alm. Salg,28757.0,2.0,Lejlighed,66.0,1935.0,0.0,8000,10.192636,56.140616
"Vestre Ringgade 176, 2. TH",8000 Aarhus C,1675000,2015-09-08,Alm. Salg,25769.0,2.0,Lejlighed,65.0,1948.0,-4.0,8000,10.190966,56.16735
"Ceres Allé 7, 12. 6",8000 Aarhus C,3550000,2015-09-08,Alm. Salg,36597.0,3.0,Lejlighed,97.0,2016.0,0.0,8000,10.191218,56.154591
"Ceres Allé 7, 7. 8",8000 Aarhus C,5900000,2015-09-08,Alm. Salg,65555.0,2.0,Lejlighed,90.0,2016.0,0.0,8000,10.191218,56.154591
"Åhusene 9, 7. 4",8000 Aarhus C,1950000,2015-09-08,Andet,35454.0,2.0,Lejlighed,55.0,2014.0,0.0,8000,10.187249,56.152821
"Høegh-Guldbergs Gade 35, 3. TH",8000 Aarhus C,1785000,2015-09-07,Alm. Salg,30254.0,2.0,Lejlighed,59.0,1936.0,-6.0,8000,10.210456,56.162421
"Absalonsgade 21, 2",8000 Aarhus C,2725000,2015-09-07,Alm. Salg,36333.0,4.0,Lejlighed,75.0,1896.0,0.0,8000,10.19352,56.147401
"Marselis Boulevard 38, 10. 1007",8000 Aarhus C,4400000,2015-09-07,Alm. Salg,34375.0,4.0,Lejlighed,128.0,1966.0,-5.0,8000,10.196882,56.140993
"Frederiksbjerg Torv 3, 1. TH",8000 Aarhus C,1500000,2015-09-07,Alm. Salg,30000.0,2.0,Lejlighed,50.0,1902.0,-6.0,8000,10.192428,56.145951
Valdemarsgade 39,8000 Aarhus C,2550000,2015-09-07,Fam. Salg,18613.0,4.0,Rækkehus,137.0,1900.0,0.0,8000,10.197201,56.150204
"Sønderport 1, 4. TV",8000 Aarhus C,2850000,2015-09-07,Alm. Salg,28500.0,4.0,Lejlighed,100.0,1938.0,-2.0,8000,10.183208,56.140231
"Finderupvej 2D, 1. 6",8000 Aarhus C,2500000,2015-09-07,Alm. Salg,28735.0,3.0,Lejlighed,87.0,2009.0,0.0,8000,10.182226,56.155524
"Åhusene 4, ST. 4",8000 Aarhus C,2060000,2015-09-07,Alm. Salg,37454.0,2.0,Lejlighed,55.0,2011.0,-2.0,8000,10.188655,56.153023
"Mariane Thomsens Gade 36, 2. 1",8000 Aarhus C,3998000,2015-09-07,Alm. Salg,27572.0,5.0,Lejlighed,145.0,2013.0,0.0,8000,10.229845,56.165174
"Ceres Allé 7, 6. 1",8000 Aarhus C,2375000,2015-09-07,Alm. Salg,32094.0,2.0,Lejlighed,74.0,2016.0,0.0,8000,10.191218,56.154591
"Mejlgade 72, 3. TV",8000 Aarhus C,2000000,2015-09-05,Alm. Salg,18518.0,4.0,Lejlighed,108.0,1931.0,0.0,8000,10.213933,56.160914
"Teglværksgade 18, 1. TV",8000 Aarhus C,2098000,2015-09-05,Alm. Salg,33838.0,2.0,Lejlighed,62.0,1928.0,0.0,8000,10.199933,56.159487
"Vestre Ringgade 156, ST. TV",8000 Aarhus C,1530000,2015-09-04,Fam. Salg,18658.0,4.0,Lejlighed,82.0,1948.0,0.0,8000,10.189404,56.166328
"Vestervang 19, 6. MF",8000 Aarhus C,2299000,2015-09-03,Alm. Salg,34313.0,2.0,Lejlighed,67.0,1986.0,0.0,8000,10.195031,56.16378
"Knudrisgade 14, 1",8000 Aarhus C,1750000,2015-09-03,Fam. Salg,26923.0,3.0,Lejlighed,65.0,1869.0,0.0,8000,10.212722,56.162597
"Marselis Boulevard 69, ST. TH",8000 Aarhus C,2298000,2015-09-03,Alm. Salg,35906.0,2.0,Lejlighed,64.0,1933.0,0.0,8000,10.193495,56.139678
"Ankersgade 7, 2. TV",8000 Aarhus C,1600000,2015-09-03,Alm. Salg,30769.0,2.0,Lejlighed,52.0,1900.0,-2.0,8000,10.192624,56.148272
"Søndre Ringgade 57, 2. TH",8000 Aarhus C,1900000,2015-09-03,Alm. Salg,29687.0,2.0,Lejlighed,64.0,1938.0,-2.0,8000,10.187166,56.145067
"Janus La Cours Gade 14, 2. TV",8000 Aarhus C,2375000,2015-09-02,Alm. Salg,35447.0,2.0,Lejlighed,67.0,1984.0,-1.0,8000,10.19706,56.157165
Sjællandsgade 17B,8000 Aarhus C,2325000,2015-09-02,Alm. Salg,38750.0,2.0,Rækkehus,60.0,1869.0,-3.0,8000,10.208482,56.161331
"Vesterport 4, 2",8000 Aarhus C,4350000,2015-09-02,Alm. Salg,35365.0,5.0,Lejlighed,123.0,1863.0,0.0,8000,10.200262,56.157655
"Samsøgade 10, 1",8000 Aarhus C,1898000,2015-09-02,Alm. Salg,35148.0,2.0,Lejlighed,54.0,1894.0,0.0,8000,10.204546,56.163692
"Mariane Thomsens Gade 36, 5. 4",8000 Aarhus C,3348000,2015-09-02,Alm. Salg,32504.0,3.0,Lejlighed,103.0,2013.0,0.0,8000,10.229845,56.165174
Anholtsgade 6,8000 Aarhus C,1300000,2015-09-01,Alm. Salg,39393.0,1.0,Lejlighed,33.0,1876.0,-4.0,8000,10.208711,56.161041
"Ceres Allé 7, 5. 5",8000 Aarhus C,3000000,2015-09-01,Alm. Salg,30927.0,2.0,Lejlighed,97.0,2016.0,0.0,8000,10.191218,56.154591
"Horsensgade 11, 4. TH",8000 Aarhus C,1105000,2015-09-01,Fam. Salg,19051.0,2.0,Lejlighed,58.0,1911.0,0.0,8000,10.194245,56.145291
"Ankersgade 5, ST. TH",8000 Aarhus C,1675000,2015-08-31,Alm. Salg,30454.0,2.0,Lejlighed,55.0,1900.0,0.0,8000,10.192765,56.148338
"Janus La Cours Gade 5, 3. TH",8000 Aarhus C,2300000,2015-08-31,Alm. Salg,28048.0,3.0,Lejlighed,82.0,1928.0,-4.0,8000,10.197821,56.157436
"Ceres Allé 7, 6. 6",8000 Aarhus C,3050000,2015-08-31,Alm. Salg,31443.0,3.0,Lejlighed,97.0,2016.0,0.0,8000,10.191218,56.154591
"Kaserneboulevarden 21, 4. TV",8000 Aarhus C,1640000,2015-08-30,Fam. Salg,21025.0,3.0,Lejlighed,78.0,1933.0,0.0,8000,10.19926,56.164664
"Lundingsgade 22, KL",8000 Aarhus C,1715000,2015-08-28,Alm. Salg,23493.0,3.0,Lejlighed,73.0,1907.0,0.0,8000,10.194977,56.145576
"Silkeborgvej 162, ST. TV",8000 Aarhus C,1535000,2015-08-28,Alm. Salg,28962.0,2.0,Lejlighed,53.0,1939.0,-1.0,8000,10.177799,56.156222
"Strandparken 12, ST. TH",8000 Aarhus C,2300000,2015-08-28,Alm. Salg,31944.0,2.0,Lejlighed,72.0,1935.0,-1.0,8000,10.206521,56.143999
"Ceres Allé 7, 14. 7",8000 Aarhus C,4050000,2015-08-28,Alm. Salg,36818.0,4.0,Lejlighed,110.0,2016.0,0.0,8000,10.191218,56.154591
"Dagmar Petersens Gade 94, 3. 2",8000 Aarhus C,3700000,2015-08-28,Alm. Salg,36274.0,2.0,Lejlighed,102.0,2016.0,0.0,8000,10.227889,56.166993
"Augustenborggade 5, 4. TV",8000 Aarhus C,1975000,2015-08-27,Alm. Salg,31349.0,2.0,Lejlighed,63.0,1938.0,-1.0,8000,10.184928,56.146666
Anholtsgade 2D,8000 Aarhus C,1568000,2015-08-27,Alm. Salg,49000.0,1.0,Lejlighed,32.0,1876.0,0.0,8000,10.208458,56.161151
"Jerichausgade 12, ST. TV",8000 Aarhus C,1850000,2015-08-27,Fam. Salg,25342.0,3.0,Lejlighed,73.0,1918.0,0.0,8000,10.196483,56.154529
"Søndre Ringgade 83, 3. TH",8000 Aarhus C,1625000,2015-08-27,Alm. Salg,25390.0,2.0,Lejlighed,64.0,1938.0,-4.0,8000,10.185435,56.146692
"Nordborggade 17, 2. 2",8000 Aarhus C,688500,2015-08-27,Fam. Salg,17653.0,1.0,Lejlighed,39.0,1959.0,0.0,8000,10.186077,56.144471
"Ankersgade 5, 1. TV",8000 Aarhus C,1675000,2015-08-27,Alm. Salg,30454.0,2.0,Lejlighed,55.0,1900.0,-1.0,8000,10.192765,56.148338
Dannebrogsgade 35C,8000 Aarhus C,1358226,2015-08-26,Fam. Salg,20272.0,3.0,Villa,67.0,2008.0,0.0,8000,10.196508,56.145983
"Mejlgade 69, 4. TH",8000 Aarhus C,2995000,2015-08-26,Alm. Salg,37911.0,3.0,Lejlighed,79.0,1930.0,0.0,8000,10.213743,56.160983
"Saltholmsgade 7, 3",8000 Aarhus C,2385000,2015-08-26,Alm. Salg,29812.0,3.0,Lejlighed,80.0,1982.0,-3.0,8000,10.196327,56.158834
"Sonnesgade 19, 4. TH",8000 Aarhus C,1450000,2015-08-26,Fam. Salg,22656.0,3.0,Lejlighed,64.0,1918.0,0.0,8000,10.194035,56.150082
"Brammersgade 10, 1",8000 Aarhus C,1200000,2015-08-26,Fam. Salg,21428.0,2.0,Lejlighed,56.0,1897.0,0.0,8000,10.203223,56.147055
"Søndre Ringgade 37, 1. TV",8000 Aarhus C,3100000,2015-08-25,Alm. Salg,29245.0,4.0,Lejlighed,106.0,1933.0,-3.0,8000,10.19009,56.143121
"Vestervang 40, 4. 4043",8000 Aarhus C,3900000,2015-08-25,Alm. Salg,26896.0,6.0,Lejlighed,145.0,1969.0,-5.0,8000,10.189938,56.164916
"Gebauersgade 4, ST. 2",8000 Aarhus C,1840000,2015-08-25,Alm. Salg,29677.0,2.0,Lejlighed,62.0,1988.0,-3.0,8000,10.195352,56.151745
"Guldsmedgade 27, 3. TV",8000 Aarhus C,2175000,2015-08-25,Alm. Salg,33984.0,2.0,Lejlighed,64.0,1955.0,-1.0,8000,10.207637,56.159749
"Falstersgade 10, 4. TV",8000 Aarhus C,1425000,2015-08-25,Fam. Salg,18750.0,3.0,Lejlighed,76.0,1925.0,0.0,8000,10.200906,56.162991
"Lundbyesgade 9, ST. TH",8000 Aarhus C,1402500,2015-08-25,Fam. Salg,16696.0,3.0,Lejlighed,84.0,1925.0,0.0,8000,10.195898,56.155312
"Marselis Boulevard 36, 13. MF",8000 Aarhus C,1150000,2015-08-25,Alm. Salg,25000.0,1.0,Lejlighed,46.0,1967.0,0.0,8000,10.198601,56.141358
Bülowsgade 43,8000 Aarhus C,6925000,2015-08-25,Alm. Salg,41467.0,4.0,Rækkehus,167.0,1887.0,0.0,8000,10.202324,56.146628
"Sjællandsgade 104, 3",8000 Aarhus C,1920000,2015-08-25,Alm. Salg,34909.0,2.0,Lejlighed,55.0,1890.0,0.0,8000,10.204517,56.163432
